,iter ,BETA_0,GAMMA_0,energy,best_energy,approx_ratio,best_approx_ratio,fidelity,best_fidelity,variance,corr_length,const_kernel,std_energies,average_distances,nit,time_opt_bayes,time_qaoa,time_opt_kernel,time_step
19,10,2.579378719514549,2.801192853287873,-9.816024095721696,-9.816028054804063,0.818002007976808,0.8180023379003386,0.04895462827788427,0.04895462827788427,1.6764033771668494,0.6333150681538513,26.69332902005676,0.0007129688327356152,0.0002629223475264377,23,0.2766716480255127,0.6381797790527344,0.6831176280975342,1.5980043411254883
20,11,2.579898763155983,2.801412588688356,-9.816027935725344,-9.816028054804063,0.818002327977112,0.8180023379003386,0.04889764516735379,0.04895462827788427,1.673966346955396,0.6353214118458885,26.711632855527792,0.0007112259822259981,0.0001928050882163986,25,0.2718634605407715,0.6089653968811035,0.6983649730682373,1.5792303085327148
21,12,2.5799009840228795,2.80141262721538,-9.816027938847343,-9.816028054804063,0.8180023282372786,0.8180023379003386,0.04889750427440305,0.04895462827788427,1.6739593534211394,0.6360241368614772,26.725326674465297,0.0009226346741750206,0.00023765218104218762,25,0.27685093879699707,0.6134705543518066,0.6688776016235352,1.5592467784881592
22,13,2.5798941378924103,2.8014106823162432,-9.816027932427419,-9.816028054804063,0.8180023277022849,0.8180023379003386,0.048898146889331424,0.04895462827788427,1.6739877826414045,0.6363553364323213,26.732490599601597,0.0009113502218550007,0.00023940889348745385,25,0.2713148593902588,0.6052870750427246,0.7349865436553955,1.6116256713867188
23,14,2.5798988741544058,2.801411215117435,-9.816027938514528,-9.816028054804063,0.818002328209544,0.8180023379003386,0.04889779502069282,0.04895462827788427,1.673971172201533,0.6365519130588648,26.734909046756016,0.000911309212594696,0.00023936244966514742,25,0.2776005268096924,0.606696367263794,0.9350261688232422,1.8193588256835938
24,15,2.5798965206036026,2.8014116019443525,-9.816027934312492,-9.816028054804063,0.8180023278593743,0.8180023379003386,0.048897895549835674,0.04895462827788427,1.6739769748059246,0.636628036732539,26.721573746267634,0.0008971933392222755,0.00011739176922781744,27,0.2942492961883545,0.6070313453674316,0.9965517520904541,1.8978698253631592
25,16,2.5798909762454545,2.8014127089370606,-9.81602792372282,-9.816028054804063,0.8180023269769016,0.8180023379003386,0.04889811003418678,0.04895462827788427,1.6739899084454493,0.6368547917340613,26.73358276312807,0.00034184754662058115,0.0001293933292112033,27,0.2932462692260742,0.6071031093597412,0.892594575881958,1.7929818630218506
26,17,2.5799033725792535,2.8014085329324843,-9.816027949855496,-9.816028054804063,0.8180023291546247,0.8180023379003386,0.04889782446940655,0.04895462827788427,1.673967391373239,0.6370449394915872,26.749488267468802,0.0003420062072478726,0.00012927811434591615,27,0.29368090629577637,0.6059427261352539,0.9522061347961426,1.8518691062927246
27,18,2.5798997380399173,2.8014063076803977,-9.816027948452518,-9.816028054804063,0.8180023290377099,0.8180023379003386,0.04889830167218341,0.04895462827788427,1.6739869719032185,0.6369792778939809,26.730268886590675,0.0003416090002535547,0.00012930267228655984,27,0.2997262477874756,0.613278865814209,1.040177583694458,1.953230619430542
28,19,2.579919221677097,2.801397217265049,-9.816027988047358,-9.816028054804063,0.8180023323372798,0.8180023379003386,0.048898140832797865,0.04895462827788427,1.6739610989933311,0.6370718521155468,26.745067882708156,0.00034129866337322855,0.00012912556427333556,27,0.2964301109313965,0.6688077449798584,0.8474962711334229,1.8127825260162354
29,20,2.579902555929155,2.801409275669747,-9.816027947376492,-9.816028054804063,0.818002328948041,0.8180023379003386,0.048897789946893,0.04895462827788427,1.6739671152357545,0.6370548547627882,26.740893421415766,0.0003417911855377277,0.00012928675481842878,27,0.2923777103424072,0.607903242111206,0.8340988159179688,1.734429121017456
30,21,2.579899731719042,2.801406305038582,-9.816027948447656,-9.816028054804063,0.8180023290373047,0.8180023379003386,0.04889830236200744,0.04895462827788427,1.6739870013353908,0.6370962276881008,26.740923402685805,0.00034142683073290064,0.00012930271888283675,27,0.2917323112487793,0.608529806137085,0.9726223945617676,1.872929573059082
31,22,2.5798647095506024,2.801429662362155,-9.816027839979814,-9.816028054804063,0.8180023199983179,0.8180023379003386,0.048897790145262944,0.04895462827788427,1.6740071515688015,0.6378086128291719,26.75132208569595,0.0003563407369292884,0.00013104638588789467,27,0.2896721363067627,0.6194276809692383,1.893174409866333,2.8023595809936523
32,23,2.5799565004660376,2.8013797948185393,-9.816028041546547,-9.816028054804063,0.8180023367955456,0.8180023379003386,0.048897835597261526,0.04895462827788427,1.6739117455792893,0.6387247054335582,26.762055531986125,0.0002478610231390001,0.00010404153681251533,29,0.41608214378356934,0.9942760467529297,6.846617698669434,8.257088661193848
33,24,2.5799616256193363,2.8013778120813746,-9.816028046385442,-9.816028054804063,0.8180023371987869,0.8180023379003386,0.04889774651075367,0.04895462827788427,1.673903411404197,0.6395138795852716,26.77084666637049,0.0002596071206131709,0.00010038698752385305,29,0.5112686157226562,1.4059147834777832,10.867228746414185,12.784521341323853
34,25,2.579954358643464,2.8013818557673544,-9.816028038532476,-9.816028054804063,0.818002336544373,0.8180023379003386,0.04889773230740482,0.04895462827788427,1.673910589633124,0.6399696295704858,26.777676252625024,0.0002647299488009249,0.00010041921529042766,29,0.938978910446167,1.3966608047485352,8.909154176712036,11.244884014129639
35,26,2.5799605365200358,2.801377707398831,-9.816028045691437,-9.816028054804063,0.8180023371409532,0.8180023379003386,0.048897825417495946,0.04895462827788427,1.6739071626186046,0.6404563220895505,26.783321565465002,0.0002679629168624468,0.00010039368482574301,29,0.6126327514648438,2.227961778640747,10.611504316329956,13.452208757400513
